owner_id,days_since_application,number_of_shows,baseline_matches,relax_price_minus_matches,delta_price,suggested_price,price_message
d9e08424-bc77-656e-72f3-44c488406268,39,0,41,42,1,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 41 to ~42. This may help attract more qualified applicants and accelerate scheduling."
db151ddc-3240-bc77-1ba0-3dd11332581f,36,0,29,30,1,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 29 to ~30. This may help attract more qualified applicants and accelerate scheduling."
db662fe2-d0eb-3d83-a806-ca310c70502b,36,0,38,38,0,1800.0,
db8ec3a6-5278-4949-7ede-441aa68a8bb4,33,0,29,34,5,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 29 to ~34. This may help attract more qualified applicants and accelerate scheduling."
dbbac690-aa3a-43f9-b7de-2d1c8d783d4e,37,0,26,28,2,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 26 to ~28. This may help attract more qualified applicants and accelerate scheduling."
dc169c84-6df6-c3a8-d650-61802854b256,42,0,43,43,0,2200.0,
dc6cb70f-cb42-43cf-a1e0-12fbe5d27d50,40,0,40,44,4,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 40 to ~44. This may help attract more qualified applicants and accelerate scheduling."
dc918724-e819-6a9f-f9b4-ada23fd5b14f,33,0,27,28,1,2800.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2800, your potential matches could increase from 27 to ~28. This may help attract more qualified applicants and accelerate scheduling."
dccfae34-2657-6b63-ad66-3737eab38594,44,0,37,38,1,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 37 to ~38. This may help attract more qualified applicants and accelerate scheduling."
dd898d40-8a16-19df-b830-232f93b0d7c9,32,0,31,37,6,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 31 to ~37. This may help attract more qualified applicants and accelerate scheduling."
dd9ea5e8-1a29-f4d7-88f0-6363a603311f,42,0,30,30,0,1300.0,
df4892b6-3c06-eabb-4047-9bb5305d637c,42,0,35,35,0,1300.0,
e190ade6-9e8e-23b6-b1c8-505fdd3ba136,46,0,28,28,0,2600.0,
e2631053-4f9d-c81a-77fb-12cca2147602,46,0,36,36,0,1000.0,
e2b0af97-2337-e57f-492f-ba2d8d6154cd,46,0,34,35,1,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 34 to ~35. This may help attract more qualified applicants and accelerate scheduling."
e50b80ce-8c62-e0f1-dc37-13fd7dee37ec,36,0,25,25,0,2600.0,
e6429c2e-d424-014d-4573-229eb7cf8c59,38,0,39,39,0,600.0,
e79d631f-45ff-116e-b868-7b91ed46d900,44,0,36,39,3,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 36 to ~39. This may help attract more qualified applicants and accelerate scheduling."
e868e198-497b-1124-3a19-b9f459e89cd0,41,0,37,37,0,1300.0,
e9c04558-e4a9-33b1-5786-bc42d10b030e,44,1,27,27,0,1800.0,
ea377cc9-e417-f751-d4a5-6bf40fc9c02f,35,0,61,61,0,1300.0,
ea752d5d-89de-f2a3-d2da-8534f9f19103,36,0,30,30,0,1300.0,
ec99efe0-b1fe-6441-3569-9e753da75bc5,37,0,47,47,0,600.0,
ed0c60d4-bb14-3219-5816-ebe3b59f378d,34,0,58,58,0,600.0,
ed400998-79da-6787-ce1f-3049b7da6a39,39,0,66,68,2,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 66 to ~68. This may help attract more qualified applicants and accelerate scheduling."
eeaba3bc-f187-a286-793c-60732f8c5c2d,42,0,38,39,1,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 38 to ~39. This may help attract more qualified applicants and accelerate scheduling."
ef031ced-6b93-12c4-7699-0ff720cd5db9,35,0,40,40,0,1300.0,
ef7d888b-a1f0-7e45-c61b-d7ac4ee1acb0,38,0,51,51,0,1300.0,
f1a099f3-a83e-841c-6671-6cab757d427a,44,1,35,35,0,2200.0,
f2f4cb93-aa22-f872-256c-496ddceea5d7,38,0,34,34,0,1800.0,
f35de12f-5694-9ff6-e529-62e65bf35a74,35,0,36,38,2,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 36 to ~38. This may help attract more qualified applicants and accelerate scheduling."
f4e5df6b-fcf6-565a-853c-52b526e5218f,42,1,32,35,3,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 32 to ~35. This may help attract more qualified applicants and accelerate scheduling."
f530755e-11a3-d0af-53b0-aa2ae6d8e011,44,1,42,43,1,1000.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1000, your potential matches could increase from 42 to ~43. This may help attract more qualified applicants and accelerate scheduling."
f5dc13b1-ce3c-4cb6-b060-2ec6c78948ac,45,0,26,26,0,2200.0,
f5ef5fc4-ccdc-8627-a184-25418887f7aa,43,0,38,42,4,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 38 to ~42. This may help attract more qualified applicants and accelerate scheduling."
f61cf307-ff62-0720-b70b-1302c04a4d99,37,0,44,44,0,1300.0,
f815ca93-e234-47ff-11fa-e127a6cafcd8,34,0,33,34,1,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 33 to ~34. This may help attract more qualified applicants and accelerate scheduling."
f8978389-5209-182e-ef34-af7b9ec7b68f,39,0,47,48,1,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 47 to ~48. This may help attract more qualified applicants and accelerate scheduling."
f8d86a72-c788-aeb2-928b-d5db092ce6e2,36,0,39,41,2,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 39 to ~41. This may help attract more qualified applicants and accelerate scheduling."
f9277891-bebf-4910-934a-031b78e3ae07,44,0,39,39,0,1400.0,
f92de494-e32f-7a8a-b21c-9d2efc4ceed8,36,0,32,32,0,1800.0,
f981d913-79e9-98e7-908f-130145cd76a4,42,0,35,35,0,1800.0,
fab2cc73-c35d-647c-c271-2ab6871424f2,31,0,35,36,1,2300.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $2300, your potential matches could increase from 35 to ~36. This may help attract more qualified applicants and accelerate scheduling."
fab31824-dcfa-58b7-4aec-19a962769d7f,32,1,44,44,0,1300.0,
fafc5792-452e-7769-babb-5ddbfdd84320,32,0,23,23,0,1300.0,
fb57a5c6-55ab-f226-75ff-b79ff4835d65,38,0,34,38,4,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 34 to ~38. This may help attract more qualified applicants and accelerate scheduling."
fc22094a-c317-4e24-f053-e46c038472a4,46,0,37,39,2,1900.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1900, your potential matches could increase from 37 to ~39. This may help attract more qualified applicants and accelerate scheduling."
fcf93e92-a9a7-79d7-e11a-e4c75a50ae94,40,0,52,52,0,600.0,
fe0d9d18-c987-6814-5b4f-3a06b36dae59,37,0,32,36,4,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 32 to ~36. This may help attract more qualified applicants and accelerate scheduling."
fe15deab-819a-ae8c-6842-0e910a41bc74,43,0,38,39,1,1600.0,"Hi! Your listing has had limited showings recently. If you consider reducing the monthly price to around $1600, your potential matches could increase from 38 to ~39. This may help attract more qualified applicants and accelerate scheduling."
